C1:0.01µF,Passive,Capacitor,C1.1,# 1,Connected:,Net-(U2-CV),,Capacitor,C1.1,# 1
,Passive,Capacitor,C1.2,# 2,Connected:,L,

C2:47p,Passive,Capacitor,C2.1,# 1,Connected:,Net-(C2-Pad1),,Capacitor,C2.1,# 1,Resistor,R3.1,# 1,HCT04,U1.1A,# 1,Crystal,Y1.2,# 2,ClockGenerator,ClkGen0.Out,# 1
,Passive,Capacitor,C2.2,# 2,Connected:,L,

C3:0.1u,Passive,Capacitor,C3.1,# 1,Connected:,STEP_BTN,,Capacitor,C3.1,# 1,Resistor,R1.2,# 2,Switch,SW1.2,# 2,HCT14,U3.2A,# 3,SignalLabel,STEP_BTN.,# ,RC_LP,LP0.Out,# 
,Passive,Capacitor,C3.2,# 2,Connected:,L,

C4:0.01u,Passive,Capacitor,C4.1,# 1,Connected:,RES_BTN,,Capacitor,C4.1,# 1,Resistor,R2.2,# 2,Switch,SW2.2,# 2,HCT14,U3.3A,# 5,SignalLabel,RES_BTN.,# ,RC_LP,LP1.Out,# 
,Passive,Capacitor,C4.2,# 2,Connected:,L,

C5:47p,Passive,Capacitor,C5.1,# 1,Connected:,Net-(C5-Pad1),,Capacitor,C5.1,# 1,Resistor,R4.1,# 1,Crystal,Y1.1,# 1
,Passive,Capacitor,C5.2,# 2,Connected:,L,

C6:4.7µF,Passive,Capacitor,C6.1,# 1,Connected:,Net-(U2-THR),,Capacitor,C6.1,# 1,Potentiometer,RV1.1,# 1,Potentiometer,RV1.2,# 2,LM555,U2.TR,# 2
,Passive,Capacitor,C6.2,# 2,Connected:,L,

C7:4.7u,Passive,Capacitor,C7.1,# 1,Connected:,H,
,Passive,Capacitor,C7.2,# 2,Connected:,L,

C8:4.7u,Passive,Capacitor,C8.1,# 1,Connected:,H,
,Passive,Capacitor,C8.2,# 2,Connected:,L,

C9:0.1u,Passive,Capacitor,C9.1,# 1,Connected:,L,
,Passive,Capacitor,C9.2,# 2,Connected:,H,

C10:4.7u,Passive,Capacitor,C10.1,# 1,Connected:,H,
,Passive,Capacitor,C10.2,# 2,Connected:,L,

C11:4.7u,Passive,Capacitor,C11.1,# 1,Connected:,H,
,Passive,Capacitor,C11.2,# 2,Connected:,L,

C12:0.1u,Passive,Capacitor,C12.1,# 1,Connected:,L,
,Passive,Capacitor,C12.2,# 2,Connected:,H,

C13:0.1u,Passive,Capacitor,C13.1,# 1,Connected:,L,
,Passive,Capacitor,C13.2,# 2,Connected:,H,

C14:100p,Passive,Capacitor,C14.1,# 1,Connected:,Net-(C14-Pad1),,Capacitor,C14.1,# 1,Resistor,R9.2,# 2,HCT14,U3.4A,# 9,RC_LP,LP2.Out,# 
,Passive,Capacitor,C14.2,# 2,Connected:,L,

C15:100p,Passive,Capacitor,C15.1,# 1,Connected:,Net-(C15-Pad1),,Capacitor,C15.1,# 1,Resistor,R11.2,# 2,Resistor,R12.2,# 2,HCT86,U9.1B,# 2,RC_LP,LP4.Out,# 
,Passive,Capacitor,C15.2,# 2,Connected:,L,

C16:100p,Passive,Capacitor,C16.1,# 1,Connected:,Net-(C16-Pad1),,Capacitor,C16.1,# 1,Resistor,R10.2,# 2,HCT14,U3.5A,# 11,RC_LP,LP3.Out,# 
,Passive,Capacitor,C16.2,# 2,Connected:,L,

